constant,155,152,A1_training_2.png,224,212
variable,52,48,A1_training_2.png,224,212
variable,153,148,A2_training_2.png,224,212
constant,53,47,A2_training_2.png,224,212
constant,53,46,B1_training_2.png,224,212
variable,154,148,B1_training_2.png,224,212
variable,154,148,B2_training_2.png,224,212
constant,52,47,B2_training_2.png,224,212
