False,16,1920,1080,U8,3,1920,1080,5760,772735056,0,0,0,1920,1080,False,2022-01-18T14:12:23.4747008+01:00
False,16,1920,1080,U8,3,1920,1080,5760,831963216,0,0,0,1920,1080,False,2022-01-18T14:12:23.5002624+01:00
False,16,1920,1080,U8,3,1920,1080,5760,988041296,0,0,0,1920,1080,False,2022-01-18T14:12:23.5333504+01:00
False,16,1920,1080,U8,3,1920,1080,5760,994316368,0,0,0,1920,1080,False,2022-01-18T14:12:23.5673472+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1000603728,0,0,0,1920,1080,False,2022-01-18T14:12:23.6002432+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1149956176,0,0,0,1920,1080,False,2022-01-18T14:12:23.6332160+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1156202576,0,0,0,1920,1080,False,2022-01-18T14:12:23.6668544+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1162534992,0,0,0,1920,1080,False,2022-01-18T14:12:23.6987776+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1168781392,0,0,0,1920,1080,False,2022-01-18T14:12:23.7328256+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1175072848,0,0,0,1920,1080,False,2022-01-18T14:12:23.7668864+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1181409360,0,0,0,1920,1080,False,2022-01-18T14:12:23.8007424+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799944784,0,0,0,1920,1080,False,2022-01-18T14:12:23.8321024+01:00
False,16,1920,1080,U8,3,1920,1080,5760,806232144,0,0,0,1920,1080,False,2022-01-18T14:12:23.8667264+01:00
False,16,1920,1080,U8,3,1920,1080,5760,812572752,0,0,0,1920,1080,False,2022-01-18T14:12:23.9001216+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799952976,0,0,0,1920,1080,False,2022-01-18T14:12:23.9329536+01:00
False,16,1920,1080,U8,3,1920,1080,5760,818856016,0,0,0,1920,1080,False,2022-01-18T14:12:23.9655936+01:00
False,16,1920,1080,U8,3,1920,1080,5760,825135184,0,0,0,1920,1080,False,2022-01-18T14:12:23.9995648+01:00
False,16,1920,1080,U8,3,1920,1080,5760,831422544,0,0,0,1920,1080,False,2022-01-18T14:12:24.0323072+01:00
False,16,1920,1080,U8,3,1920,1080,5760,844460112,0,0,0,1920,1080,False,2022-01-18T14:12:24.0664832+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799957072,0,0,0,1920,1080,False,2022-01-18T14:12:24.0997248+01:00
False,16,1920,1080,U8,3,1920,1080,5760,818860112,0,0,0,1920,1080,False,2022-01-18T14:12:24.1329664+01:00
False,16,1920,1080,U8,3,1920,1080,5760,825139280,0,0,0,1920,1080,False,2022-01-18T14:12:24.1671168+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799993936,0,0,0,1920,1080,False,2022-01-18T14:12:24.1996928+01:00
False,16,1920,1080,U8,3,1920,1080,5760,850776144,0,0,0,1920,1080,False,2022-01-18T14:12:24.2325888+01:00
False,16,1920,1080,U8,3,1920,1080,5760,988061776,0,0,0,1920,1080,False,2022-01-18T14:12:24.2661888+01:00
False,16,1920,1080,U8,3,1920,1080,5760,994369616,0,0,0,1920,1080,False,2022-01-18T14:12:24.3004160+01:00
False,16,1920,1080,U8,3,1920,1080,5760,1000648784,0,0,0,1920,1080,False,2022-01-18T14:12:24.3340032+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799957072,0,0,0,1920,1080,False,2022-01-18T14:12:24.3663232+01:00
False,16,1920,1080,U8,3,1920,1080,5760,806281296,0,0,0,1920,1080,False,2022-01-18T14:12:24.3990144+01:00
False,16,1920,1080,U8,3,1920,1080,5760,812519504,0,0,0,1920,1080,False,2022-01-18T14:12:24.4337664+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799965264,0,0,0,1920,1080,False,2022-01-18T14:12:24.4674816+01:00
False,16,1920,1080,U8,3,1920,1080,5760,818860112,0,0,0,1920,1080,False,2022-01-18T14:12:24.4990976+01:00
False,16,1920,1080,U8,3,1920,1080,5760,825122896,0,0,0,1920,1080,False,2022-01-18T14:12:24.5323392+01:00
False,16,1920,1080,U8,3,1920,1080,5760,799969360,0,0,0,1920,1080,False,2022-01-18T14:12:24.5665536+01:00
False,16,1920,1080,U8,3,1920,1080,5760,831438928,0,0,0,1920,1080,False,2022-01-18T14:12:24.6000896+01:00
